Data,Valoare PLN (exprimată in lei),Variație,Variație.1
03.01.2020,1.1227,,
06.01.2020,1.126,0.0033,+0.29%
07.01.2020,1.1257,-0.0003,-0.03%
08.01.2020,1.1259,0.0002,+0.02%
09.01.2020,1.1252,-0.0007,-0.06%
10.01.2020,1.1253,0.0001,+0.01%
13.01.2020,1.1271,0.0018,+0.16%
14.01.2020,1.1319,0.0048,+0.43%
15.01.2020,1.1309,-0.001,-0.09%
16.01.2020,1.1283,-0.0026,-0.23%
17.01.2020,1.1287,0.0004,+0.04%
20.01.2020,1.1261,-0.0026,-0.23%
21.01.2020,1.1258,-0.0003,-0.03%
22.01.2020,1.1281,0.0023,+0.2%
23.01.2020,1.1255,-0.0026,-0.23%
27.01.2020,1.1199,-0.0056,-0.5%
28.01.2020,1.1174,-0.0025,-0.22%
29.01.2020,1.117,-0.0004,-0.04%
30.01.2020,1.1159,-0.0011,-0.1%
31.01.2020,1.1107,-0.0052,-0.47%
03.02.2020,1.1108,0.0001,+0.01%
04.02.2020,1.1158,0.005,+0.45%
05.02.2020,1.1207,0.0049,+0.44%
06.02.2020,1.1201,-0.0006,-0.05%
07.02.2020,1.1155,-0.0046,-0.41%
10.02.2020,1.1177,0.0022,+0.2%
11.02.2020,1.1193,0.0016,+0.14%
12.02.2020,1.119,-0.0003,-0.03%
13.02.2020,1.1185,-0.0005,-0.04%
14.02.2020,1.1241,0.0056,+0.5%
17.02.2020,1.1221,-0.002,-0.18%
18.02.2020,1.1178,-0.0043,-0.38%
19.02.2020,1.1185,0.0007,+0.06%
20.02.2020,1.1185,,
21.02.2020,1.1223,0.0038,+0.34%
24.02.2020,1.1172,-0.0051,-0.45%
25.02.2020,1.1175,0.0003,+0.03%
26.02.2020,1.1161,-0.0014,-0.13%
27.02.2020,1.1155,-0.0006,-0.05%
28.02.2020,1.1099,-0.0056,-0.5%
02.03.2020,1.1121,0.0022,+0.2%
03.03.2020,1.1147,0.0026,+0.23%
04.03.2020,1.1195,0.0048,+0.43%
05.03.2020,1.1177,-0.0018,-0.16%
06.03.2020,1.1174,-0.0003,-0.03%
09.03.2020,1.1163,-0.0011,-0.1%
10.03.2020,1.1152,-0.0011,-0.1%
11.03.2020,1.1154,0.0002,+0.02%
12.03.2020,1.1086,-0.0068,-0.61%
13.03.2020,1.1022,-0.0064,-0.58%
16.03.2020,1.0989,-0.0033,-0.3%
17.03.2020,1.0801,-0.0188,-1.71%
18.03.2020,1.0823,0.0022,+0.2%
19.03.2020,1.0575,-0.0248,-2.29%
20.03.2020,1.0702,0.0127,+1.2%
23.03.2020,1.0588,-0.0114,-1.07%
24.03.2020,1.054,-0.0048,-0.45%
25.03.2020,1.0567,0.0027,+0.26%
26.03.2020,1.0559,-0.0008,-0.08%
27.03.2020,1.0656,0.0097,+0.92%
30.03.2020,1.065,-0.0006,-0.06%
31.03.2020,1.0614,-0.0036,-0.34%
01.04.2020,1.0549,-0.0065,-0.61%
02.04.2020,1.0553,0.0004,+0.04%
03.04.2020,1.0542,-0.0011,-0.1%
06.04.2020,1.0611,0.0069,+0.65%
07.04.2020,1.0648,0.0037,+0.35%
08.04.2020,1.0673,0.0025,+0.23%
09.04.2020,1.0616,-0.0057,-0.53%
10.04.2020,1.0621,0.0005,+0.05%
13.04.2020,1.0586,-0.0035,-0.33%
14.04.2020,1.0618,0.0032,+0.3%
15.04.2020,1.0647,0.0029,+0.27%
16.04.2020,1.0665,0.0018,+0.17%
21.04.2020,1.0667,0.0002,+0.02%
22.04.2020,1.0674,0.0007,+0.07%
23.04.2020,1.0662,-0.0012,-0.11%
24.04.2020,1.0685,0.0023,+0.22%
27.04.2020,1.0696,0.0011,+0.1%
28.04.2020,1.0668,-0.0028,-0.26%
29.04.2020,1.066,-0.0008,-0.07%
30.04.2020,1.0668,0.0008,+0.08%
04.05.2020,1.0624,-0.0044,-0.41%
05.05.2020,1.0624,,
06.05.2020,1.0624,,
07.05.2020,1.0618,-0.0006,-0.06%
08.05.2020,1.0593,-0.0025,-0.24%
11.05.2020,1.0609,0.0016,+0.15%
12.05.2020,1.0608,-0.0001,-0.01%
13.05.2020,1.0592,-0.0016,-0.15%
14.05.2020,1.0596,0.0004,+0.04%
15.05.2020,1.0617,0.0021,+0.2%
18.05.2020,1.0603,-0.0014,-0.13%
19.05.2020,1.0625,0.0022,+0.21%
20.05.2020,1.0644,0.0019,+0.18%
21.05.2020,1.0682,0.0038,+0.36%
22.05.2020,1.0714,0.0032,+0.3%
25.05.2020,1.073,0.0016,+0.15%
26.05.2020,1.0859,0.0129,+1.2%
27.05.2020,1.093,0.0071,+0.65%
28.05.2020,1.0957,0.0027,+0.25%
29.05.2020,1.0879,-0.0078,-0.71%
02.06.2020,1.1034,0.0155,+1.42%
03.06.2020,1.1018,-0.0016,-0.15%
04.06.2020,1.0866,-0.0152,-1.38%
05.06.2020,1.0868,0.0002,+0.02%
09.06.2020,1.0894,0.0026,+0.24%
10.06.2020,1.0828,-0.0066,-0.61%
11.06.2020,1.0817,-0.0011,-0.1%
12.06.2020,1.0865,0.0048,+0.44%
15.06.2020,1.0885,0.002,+0.18%
16.06.2020,1.0918,0.0033,+0.3%
17.06.2020,1.0854,-0.0064,-0.59%
18.06.2020,1.0864,0.001,+0.09%
19.06.2020,1.0863,-0.0001,-0.01%
22.06.2020,1.0883,0.002,+0.18%
23.06.2020,1.0913,0.003,+0.28%
24.06.2020,1.0881,-0.0032,-0.29%
25.06.2020,1.0876,-0.0005,-0.05%
26.06.2020,1.0851,-0.0025,-0.23%
29.06.2020,1.0852,0.0001,+0.01%
30.06.2020,1.0839,-0.0013,-0.12%
01.07.2020,1.0857,0.0018,+0.17%
02.07.2020,1.0818,-0.0039,-0.36%
03.07.2020,1.0821,0.0003,+0.03%
06.07.2020,1.0812,-0.0009,-0.08%
07.07.2020,1.0825,0.0013,+0.12%
08.07.2020,1.0813,-0.0012,-0.11%
09.07.2020,1.0838,0.0025,+0.23%
10.07.2020,1.0818,-0.002,-0.18%
13.07.2020,1.0824,0.0006,+0.06%
14.07.2020,1.0794,-0.003,-0.28%
15.07.2020,1.0828,0.0034,+0.31%
16.07.2020,1.0786,-0.0042,-0.39%
17.07.2020,1.0801,0.0015,+0.14%
20.07.2020,1.0844,0.0043,+0.4%
21.07.2020,1.0909,0.0065,+0.6%
22.07.2020,1.0918,0.0009,+0.08%
23.07.2020,1.0962,0.0044,+0.4%
24.07.2020,1.0961,-0.0001,-0.01%
27.07.2020,1.0969,0.0008,+0.07%
28.07.2020,1.0984,0.0015,+0.14%
29.07.2020,1.0938,-0.0046,-0.42%
30.07.2020,1.0962,0.0024,+0.22%
31.07.2020,1.0973,0.0011,+0.1%
03.08.2020,1.0941,-0.0032,-0.29%
04.08.2020,1.0989,0.0048,+0.44%
05.08.2020,1.0995,0.0006,+0.05%
06.08.2020,1.096,-0.0035,-0.32%
07.08.2020,1.0966,0.0006,+0.05%
10.08.2020,1.0982,0.0016,+0.15%
11.08.2020,1.0982,,
12.08.2020,1.0966,-0.0016,-0.15%
13.08.2020,1.099,0.0024,+0.22%
14.08.2020,1.0994,0.0004,+0.04%
17.08.2020,1.1026,0.0032,+0.29%
18.08.2020,1.101,-0.0016,-0.15%
19.08.2020,1.1018,0.0008,+0.07%
20.08.2020,1.1012,-0.0006,-0.05%
21.08.2020,1.1029,0.0017,+0.15%
24.08.2020,1.0987,-0.0042,-0.38%
25.08.2020,1.101,0.0023,+0.21%
26.08.2020,1.0987,-0.0023,-0.21%
27.08.2020,1.0985,-0.0002,-0.02%
28.08.2020,1.1005,0.002,+0.18%
31.08.2020,1.1007,0.0002,+0.02%
01.09.2020,1.1011,0.0004,+0.04%
02.09.2020,1.0971,-0.004,-0.36%
03.09.2020,1.0959,-0.0012,-0.11%
04.09.2020,1.0893,-0.0066,-0.6%
07.09.2020,1.0894,0.0001,+0.01%
08.09.2020,1.0924,0.003,+0.28%
09.09.2020,1.0913,-0.0011,-0.1%
10.09.2020,1.0904,-0.0009,-0.08%
11.09.2020,1.0915,0.0011,+0.1%
14.09.2020,1.0909,-0.0006,-0.05%
15.09.2020,1.0926,0.0017,+0.16%
16.09.2020,1.0919,-0.0007,-0.06%
17.09.2020,1.0904,-0.0015,-0.14%
18.09.2020,1.0912,0.0008,+0.07%
21.09.2020,1.0844,-0.0068,-0.62%
22.09.2020,1.0781,-0.0063,-0.58%
23.09.2020,1.0838,0.0057,+0.53%
24.09.2020,1.0759,-0.0079,-0.73%
25.09.2020,1.0715,-0.0044,-0.41%
28.09.2020,1.0695,-0.002,-0.19%
29.09.2020,1.0677,-0.0018,-0.17%
30.09.2020,1.0744,0.0067,+0.63%
01.10.2020,1.081,0.0066,+0.61%
02.10.2020,1.0849,0.0039,+0.36%
05.10.2020,1.0838,-0.0011,-0.1%
06.10.2020,1.0853,0.0015,+0.14%
07.10.2020,1.0852,-0.0001,-0.01%
08.10.2020,1.0861,0.0009,+0.08%
09.10.2020,1.0877,0.0016,+0.15%
12.10.2020,1.0889,0.0012,+0.11%
13.10.2020,1.0876,-0.0013,-0.12%
14.10.2020,1.0804,-0.0072,-0.66%
15.10.2020,1.0699,-0.0105,-0.97%
16.10.2020,1.0669,-0.003,-0.28%
19.10.2020,1.0697,0.0028,+0.26%
20.10.2020,1.0655,-0.0042,-0.39%
21.10.2020,1.0626,-0.0029,-0.27%
22.10.2020,1.0619,-0.0007,-0.07%
23.10.2020,1.0646,0.0027,+0.25%
26.10.2020,1.0646,,
27.10.2020,1.0625,-0.0021,-0.2%
28.10.2020,1.0541,-0.0084,-0.79%
29.10.2020,1.0511,-0.003,-0.28%
30.10.2020,1.0547,0.0036,+0.34%
02.11.2020,1.0563,0.0016,+0.15%
03.11.2020,1.0649,0.0086,+0.81%
04.11.2020,1.0712,0.0063,+0.59%
05.11.2020,1.078,0.0068,+0.63%
06.11.2020,1.0772,-0.0008,-0.07%
09.11.2020,1.0842,0.007,+0.65%
10.11.2020,1.0819,-0.0023,-0.21%
11.11.2020,1.0849,0.003,+0.28%
12.11.2020,1.0846,-0.0003,-0.03%
13.11.2020,1.084,-0.0006,-0.06%
16.11.2020,1.0887,0.0047,+0.43%
17.11.2020,1.0843,-0.0044,-0.4%
18.11.2020,1.088,0.0037,+0.34%
19.11.2020,1.0884,0.0004,+0.04%
20.11.2020,1.0914,0.003,+0.28%
23.11.2020,1.0909,-0.0005,-0.05%
24.11.2020,1.0901,-0.0008,-0.07%
25.11.2020,1.0901,,
26.11.2020,1.0894,-0.0007,-0.06%
27.11.2020,1.0862,-0.0032,-0.29%
02.12.2020,1.0912,0.005,+0.46%
03.12.2020,1.087,-0.0042,-0.38%
04.12.2020,1.0891,0.0021,+0.19%
07.12.2020,1.089,-0.0001,-0.01%
08.12.2020,1.0902,0.0012,+0.11%
09.12.2020,1.1004,0.0102,+0.94%
10.12.2020,1.0982,-0.0022,-0.2%
11.12.2020,1.0977,-0.0005,-0.05%
14.12.2020,1.0989,0.0012,+0.11%
15.12.2020,1.0948,-0.0041,-0.37%
16.12.2020,1.0979,0.0031,+0.28%
17.12.2020,1.0969,-0.001,-0.09%
18.12.2020,1.0956,-0.0013,-0.12%
21.12.2020,1.0774,-0.0182,-1.66%
22.12.2020,1.0785,0.0011,+0.1%
23.12.2020,1.084,0.0055,+0.51%
24.12.2020,1.0805,-0.0035,-0.32%
28.12.2020,1.085,0.0045,+0.42%
29.12.2020,1.0788,-0.0062,-0.57%
30.12.2020,1.0765,-0.0023,-0.21%
31.12.2020,1.0676,-0.0089,-0.83%
04.01.2021,1.0702,0.0026,+0.24%
05.01.2021,1.0719,0.0017,+0.16%
06.01.2021,1.0801,0.0082,+0.76%
07.01.2021,1.0793,-0.0008,-0.07%
08.01.2021,1.0775,-0.0018,-0.17%
11.01.2021,1.0767,-0.0008,-0.07%
12.01.2021,1.0765,-0.0002,-0.02%
13.01.2021,1.0772,0.0007,+0.07%
14.01.2021,1.0735,-0.0037,-0.34%
15.01.2021,1.0729,-0.0006,-0.06%
18.01.2021,1.0718,-0.0011,-0.1%
19.01.2021,1.0752,0.0034,+0.32%
20.01.2021,1.0769,0.0017,+0.16%
21.01.2021,1.0761,-0.0008,-0.07%
22.01.2021,1.073,-0.0031,-0.29%
25.01.2021,1.0734,0.0004,+0.04%
26.01.2021,1.0712,-0.0022,-0.2%
27.01.2021,1.0722,0.001,+0.09%
28.01.2021,1.0721,-0.0001,-0.01%
29.01.2021,1.0751,0.003,+0.28%
01.02.2021,1.0799,0.0048,+0.45%
02.02.2021,1.0833,0.0034,+0.31%
03.02.2021,1.0846,0.0013,+0.12%
04.02.2021,1.0843,-0.0003,-0.03%
05.02.2021,1.0844,0.0001,+0.01%
08.02.2021,1.086,0.0016,+0.15%
09.02.2021,1.0879,0.0019,+0.17%
10.02.2021,1.0876,-0.0003,-0.03%
11.02.2021,1.0814,-0.0062,-0.57%
12.02.2021,1.0824,0.001,+0.09%
15.02.2021,1.0863,0.0039,+0.36%
16.02.2021,1.0866,0.0003,+0.03%
17.02.2021,1.0829,-0.0037,-0.34%
18.02.2021,1.0853,0.0024,+0.22%
19.02.2021,1.0858,0.0005,+0.05%
22.02.2021,1.0849,-0.0009,-0.08%
23.02.2021,1.0818,-0.0031,-0.29%
24.02.2021,1.0792,-0.0026,-0.24%
25.02.2021,1.0813,0.0021,+0.19%
26.02.2021,1.0785,-0.0028,-0.26%
01.03.2021,1.0776,-0.0009,-0.08%
02.03.2021,1.0748,-0.0028,-0.26%
03.03.2021,1.0758,0.001,+0.09%
04.03.2021,1.072,-0.0038,-0.35%
05.03.2021,1.0661,-0.0059,-0.55%
08.03.2021,1.0643,-0.0018,-0.17%
09.03.2021,1.0659,0.0016,+0.15%
10.03.2021,1.068,0.0021,+0.2%
11.03.2021,1.0663,-0.0017,-0.16%
12.03.2021,1.0651,-0.0012,-0.11%
15.03.2021,1.0655,0.0004,+0.04%
16.03.2021,1.0635,-0.002,-0.19%
17.03.2021,1.0611,-0.0024,-0.23%
18.03.2021,1.0569,-0.0042,-0.4%
19.03.2021,1.0577,0.0008,+0.08%
22.03.2021,1.059,0.0013,+0.12%
23.03.2021,1.0614,0.0024,+0.23%
24.03.2021,1.0561,-0.0053,-0.5%
25.03.2021,1.0542,-0.0019,-0.18%
26.03.2021,1.0539,-0.0003,-0.03%
29.03.2021,1.0523,-0.0016,-0.15%
30.03.2021,1.0572,0.0049,+0.47%
31.03.2021,1.0562,-0.001,-0.09%
01.04.2021,1.0633,0.0071,+0.67%
02.04.2021,1.0672,0.0039,+0.37%
05.04.2021,1.0695,0.0023,+0.22%
06.04.2021,1.0698,0.0003,+0.03%
07.04.2021,1.0721,0.0023,+0.21%
08.04.2021,1.081,0.0089,+0.83%
09.04.2021,1.0842,0.0032,+0.3%
12.04.2021,1.086,0.0018,+0.17%
13.04.2021,1.078,-0.008,-0.74%
14.04.2021,1.08,0.002,+0.19%
15.04.2021,1.0812,0.0012,+0.11%
16.04.2021,1.0825,0.0013,+0.12%
19.04.2021,1.0831,0.0006,+0.06%
20.04.2021,1.0817,-0.0014,-0.13%
21.04.2021,1.0818,0.0001,+0.01%
22.04.2021,1.081,-0.0008,-0.07%
23.04.2021,1.0788,-0.0022,-0.2%
26.04.2021,1.0808,0.002,+0.19%
27.04.2021,1.0796,-0.0012,-0.11%
28.04.2021,1.0754,-0.0042,-0.39%
29.04.2021,1.0769,0.0015,+0.14%
04.05.2021,1.0827,0.0058,+0.54%
05.05.2021,1.0771,-0.0056,-0.52%
06.05.2021,1.0744,-0.0027,-0.25%
07.05.2021,1.0756,0.0012,+0.11%
10.05.2021,1.077,0.0014,+0.13%
11.05.2021,1.0817,0.0047,+0.44%
12.05.2021,1.0847,0.003,+0.28%
13.05.2021,1.0838,-0.0009,-0.08%
14.05.2021,1.0859,0.0021,+0.19%
17.05.2021,1.0863,0.0004,+0.04%
18.05.2021,1.0895,0.0032,+0.29%
19.05.2021,1.088,-0.0015,-0.14%
20.05.2021,1.0904,0.0024,+0.22%
21.05.2021,1.0968,0.0064,+0.59%
24.05.2021,1.097,0.0002,+0.02%
25.05.2021,1.0989,0.0019,+0.17%
26.05.2021,1.0947,-0.0042,-0.38%
27.05.2021,1.095,0.0003,+0.03%
28.05.2021,1.097,0.002,+0.18%
31.05.2021,1.0968,-0.0002,-0.02%
02.06.2021,1.101,0.0042,+0.38%
03.06.2021,1.1045,0.0035,+0.32%
04.06.2021,1.101,-0.0035,-0.32%
07.06.2021,1.1034,0.0024,+0.22%
08.06.2021,1.1012,-0.0022,-0.2%
09.06.2021,1.105,0.0038,+0.35%
10.06.2021,1.0983,-0.0067,-0.61%
11.06.2021,1.0997,0.0014,+0.13%
14.06.2021,1.0925,-0.0072,-0.65%
15.06.2021,1.0873,-0.0052,-0.48%
16.06.2021,1.0886,0.0013,+0.12%
17.06.2021,1.086,-0.0026,-0.24%
18.06.2021,1.0833,-0.0027,-0.25%
22.06.2021,1.0861,0.0028,+0.26%
23.06.2021,1.0897,0.0036,+0.33%
24.06.2021,1.0888,-0.0009,-0.08%
25.06.2021,1.0927,0.0039,+0.36%
28.06.2021,1.0925,-0.0002,-0.02%
29.06.2021,1.091,-0.0015,-0.14%
30.06.2021,1.0913,0.0003,+0.03%
01.07.2021,1.0907,-0.0006,-0.05%
02.07.2021,1.0878,-0.0029,-0.27%
05.07.2021,1.0928,0.005,+0.46%
06.07.2021,1.0943,0.0015,+0.14%
07.07.2021,1.0906,-0.0037,-0.34%
08.07.2021,1.0856,-0.005,-0.46%
09.07.2021,1.0834,-0.0022,-0.2%
12.07.2021,1.0819,-0.0015,-0.14%
13.07.2021,1.0776,-0.0043,-0.4%
14.07.2021,1.0749,-0.0027,-0.25%
15.07.2021,1.0764,0.0015,+0.14%
16.07.2021,1.0746,-0.0018,-0.17%
19.07.2021,1.0741,-0.0005,-0.05%
20.07.2021,1.0711,-0.003,-0.28%
21.07.2021,1.0716,0.0005,+0.05%
22.07.2021,1.0766,0.005,+0.47%
23.07.2021,1.0763,-0.0003,-0.03%
26.07.2021,1.0723,-0.004,-0.37%
27.07.2021,1.0721,-0.0002,-0.02%
28.07.2021,1.0714,-0.0007,-0.07%
29.07.2021,1.0728,0.0014,+0.13%
30.07.2021,1.0771,0.0043,+0.4%
02.08.2021,1.078,0.0009,+0.08%
03.08.2021,1.0807,0.0027,+0.25%
04.08.2021,1.0821,0.0014,+0.13%
05.08.2021,1.0804,-0.0017,-0.16%
06.08.2021,1.0791,-0.0013,-0.12%
09.08.2021,1.0755,-0.0036,-0.33%
10.08.2021,1.075,-0.0005,-0.05%
11.08.2021,1.0711,-0.0039,-0.36%
12.08.2021,1.07,-0.0011,-0.1%
13.08.2021,1.0737,0.0037,+0.35%
16.08.2021,1.0753,0.0016,+0.15%
17.08.2021,1.0776,0.0023,+0.21%
18.08.2021,1.0797,0.0021,+0.19%
19.08.2021,1.0751,-0.0046,-0.43%
20.08.2021,1.0748,-0.0003,-0.03%
23.08.2021,1.0757,0.0009,+0.08%
24.08.2021,1.0755,-0.0002,-0.02%
25.08.2021,1.0786,0.0031,+0.29%
26.08.2021,1.0778,-0.0008,-0.07%
27.08.2021,1.077,-0.0008,-0.07%
30.08.2021,1.0804,0.0034,+0.32%
31.08.2021,1.086,0.0056,+0.52%
01.09.2021,1.0927,0.0067,+0.62%
02.09.2021,1.0955,0.0028,+0.26%
03.09.2021,1.0957,0.0002,+0.02%
06.09.2021,1.0952,-0.0005,-0.05%
07.09.2021,1.0949,-0.0003,-0.03%
08.09.2021,1.096,0.0011,+0.1%
09.09.2021,1.0918,-0.0042,-0.38%
10.09.2021,1.0876,-0.0042,-0.38%
13.09.2021,1.0892,0.0016,+0.15%
14.09.2021,1.0869,-0.0023,-0.21%
15.09.2021,1.0873,0.0004,+0.04%
16.09.2021,1.0823,-0.005,-0.46%
17.09.2021,1.0802,-0.0021,-0.19%
20.09.2021,1.0757,-0.0045,-0.42%
21.09.2021,1.0726,-0.0031,-0.29%
22.09.2021,1.0689,-0.0037,-0.34%
23.09.2021,1.0756,0.0067,+0.63%
24.09.2021,1.0742,-0.0014,-0.13%
27.09.2021,1.0771,0.0029,+0.27%
28.09.2021,1.0717,-0.0054,-0.5%
29.09.2021,1.069,-0.0027,-0.25%
30.09.2021,1.0665,-0.0025,-0.23%
01.10.2021,1.0788,0.0123,+1.15%
04.10.2021,1.0831,0.0043,+0.4%
05.10.2021,1.0763,-0.0068,-0.63%
06.10.2021,1.0754,-0.0009,-0.08%
07.10.2021,1.0888,0.0134,+1.25%
08.10.2021,1.0745,-0.0143,-1.31%
11.10.2021,1.0723,-0.0022,-0.2%
12.10.2021,1.0794,0.0071,+0.66%
13.10.2021,1.0818,0.0024,+0.22%
14.10.2021,1.0821,0.0003,+0.03%
15.10.2021,1.0828,0.0007,+0.06%
18.10.2021,1.0829,0.0001,+0.01%
19.10.2021,1.0818,-0.0011,-0.1%
20.10.2021,1.0804,-0.0014,-0.13%
21.10.2021,1.0772,-0.0032,-0.3%
22.10.2021,1.0747,-0.0025,-0.23%
25.10.2021,1.0737,-0.001,-0.09%
26.10.2021,1.0747,0.001,+0.09%
27.10.2021,1.0712,-0.0035,-0.33%
28.10.2021,1.0694,-0.0018,-0.17%
29.10.2021,1.0719,0.0025,+0.23%
01.11.2021,1.0702,-0.0017,-0.16%
02.11.2021,1.0734,0.0032,+0.3%
03.11.2021,1.0761,0.0027,+0.25%
04.11.2021,1.0742,-0.0019,-0.18%
05.11.2021,1.0741,-0.0001,-0.01%
08.11.2021,1.0765,0.0024,+0.22%
09.11.2021,1.0777,0.0012,+0.11%
10.11.2021,1.0753,-0.0024,-0.22%
11.11.2021,1.0679,-0.0074,-0.69%
12.11.2021,1.065,-0.0029,-0.27%
15.11.2021,1.0678,0.0028,+0.26%
16.11.2021,1.0607,-0.0071,-0.66%
17.11.2021,1.0621,0.0014,+0.13%
18.11.2021,1.063,0.0009,+0.08%
19.11.2021,1.0567,-0.0063,-0.59%
22.11.2021,1.0498,-0.0069,-0.65%
23.11.2021,1.0495,-0.0003,-0.03%
24.11.2021,1.059,0.0095,+0.91%
25.11.2021,1.0604,0.0014,+0.13%
26.11.2021,1.0534,-0.007,-0.66%
29.11.2021,1.0536,0.0002,+0.02%
02.12.2021,1.0753,0.0217,+2.06%
03.12.2021,1.0766,0.0013,+0.12%
06.12.2021,1.0778,0.0012,+0.11%
07.12.2021,1.0759,-0.0019,-0.18%
08.12.2021,1.0775,0.0016,+0.15%
09.12.2021,1.0733,-0.0042,-0.39%
10.12.2021,1.0728,-0.0005,-0.05%
13.12.2021,1.0713,-0.0015,-0.14%
14.12.2021,1.0669,-0.0044,-0.41%
15.12.2021,1.0706,0.0037,+0.35%
16.12.2021,1.0688,-0.0018,-0.17%
17.12.2021,1.068,-0.0008,-0.07%
20.12.2021,1.0675,-0.0005,-0.05%
21.12.2021,1.0697,0.0022,+0.21%
22.12.2021,1.0703,0.0006,+0.06%
23.12.2021,1.0679,-0.0024,-0.22%
24.12.2021,1.0692,0.0013,+0.12%
27.12.2021,1.0721,0.0029,+0.27%
28.12.2021,1.0752,0.0031,+0.29%
29.12.2021,1.0758,0.0006,+0.06%
30.12.2021,1.0765,0.0007,+0.07%
31.12.2021,1.0768,0.0003,+0.03%
03.01.2022,1.0783,0.0015,+0.14%
04.01.2022,1.0813,0.003,+0.28%
05.01.2022,1.0824,0.0011,+0.1%
06.01.2022,1.0828,0.0004,+0.04%
07.01.2022,1.0848,0.002,+0.18%
10.01.2022,1.089,0.0042,+0.39%
11.01.2022,1.089,,
12.01.2022,1.0909,0.0019,+0.17%
13.01.2022,1.0919,0.001,+0.09%
14.01.2022,1.0895,-0.0024,-0.22%
17.01.2022,1.0928,0.0033,+0.3%
18.01.2022,1.0923,-0.0005,-0.05%
19.01.2022,1.0927,0.0004,+0.04%
20.01.2022,1.0935,0.0008,+0.07%
21.01.2022,1.0912,-0.0023,-0.21%
25.01.2022,1.0794,-0.0118,-1.08%
26.01.2022,1.0781,-0.0013,-0.12%
27.01.2022,1.0818,0.0037,+0.34%
28.01.2022,1.0808,-0.001,-0.09%
31.01.2022,1.0759,-0.0049,-0.45%
01.02.2022,1.0792,0.0033,+0.31%
02.02.2022,1.0876,0.0084,+0.78%
03.02.2022,1.0894,0.0018,+0.17%
04.02.2022,1.0889,-0.0005,-0.05%
07.02.2022,1.087,-0.0019,-0.17%
08.02.2022,1.0915,0.0045,+0.41%
09.02.2022,1.0957,0.0042,+0.38%
10.02.2022,1.102,0.0063,+0.57%
11.02.2022,1.0937,-0.0083,-0.75%
14.02.2022,1.0834,-0.0103,-0.94%
15.02.2022,1.0957,0.0123,+1.14%
16.02.2022,1.1006,0.0049,+0.45%
17.02.2022,1.0971,-0.0035,-0.32%
18.02.2022,1.0935,-0.0036,-0.33%
21.02.2022,1.0947,0.0012,+0.11%
22.02.2022,1.0887,-0.006,-0.55%
23.02.2022,1.089,0.0003,+0.03%
24.02.2022,1.0672,-0.0218,-2%
25.02.2022,1.0644,-0.0028,-0.26%
28.02.2022,1.0562,-0.0082,-0.77%
01.03.2022,1.0455,-0.0107,-1.01%
02.03.2022,1.0252,-0.0203,-1.94%
03.03.2022,1.032,0.0068,+0.66%
04.03.2022,1.0209,-0.0111,-1.08%
07.03.2022,0.9929,-0.028,-2.74%
08.03.2022,1.0129,0.02,+2.01%
09.03.2022,1.0248,0.0119,+1.17%
10.03.2022,1.0262,0.0014,+0.14%
11.03.2022,1.032,0.0058,+0.57%
14.03.2022,1.0449,0.0129,+1.25%
15.03.2022,1.044,-0.0009,-0.09%
16.03.2022,1.0527,0.0087,+0.83%
17.03.2022,1.0539,0.0012,+0.11%
18.03.2022,1.0488,-0.0051,-0.48%
21.03.2022,1.0545,0.0057,+0.54%
22.03.2022,1.0525,-0.002,-0.19%
23.03.2022,1.0509,-0.0016,-0.15%
24.03.2022,1.0433,-0.0076,-0.72%
25.03.2022,1.0432,-0.0001,-0.01%
28.03.2022,1.0447,0.0015,+0.14%
29.03.2022,1.0555,0.0108,+1.03%
30.03.2022,1.0638,0.0083,+0.79%
31.03.2022,1.0627,-0.0011,-0.1%
01.04.2022,1.0648,0.0021,+0.2%
04.04.2022,1.0665,0.0017,+0.16%
05.04.2022,1.0679,0.0014,+0.13%
06.04.2022,1.0631,-0.0048,-0.45%
07.04.2022,1.0622,-0.0009,-0.08%
08.04.2022,1.0647,0.0025,+0.24%
11.04.2022,1.0628,-0.0019,-0.18%
12.04.2022,1.0628,,
13.04.2022,1.064,0.0012,+0.11%
14.04.2022,1.0654,0.0014,+0.13%
15.04.2022,1.067,0.0016,+0.15%
18.04.2022,1.0694,0.0024,+0.22%
19.04.2022,1.0649,-0.0045,-0.42%
20.04.2022,1.0669,0.002,+0.19%
21.04.2022,1.0634,-0.0035,-0.33%
26.04.2022,1.0644,0.001,+0.09%
27.04.2022,1.0508,-0.0136,-1.28%
28.04.2022,1.0551,0.0043,+0.41%
29.04.2022,1.0602,0.0051,+0.48%
02.05.2022,1.0572,-0.003,-0.28%
03.05.2022,1.0528,-0.0044,-0.42%
04.05.2022,1.057,0.0042,+0.4%
05.05.2022,1.0599,0.0029,+0.27%
06.05.2022,1.0529,-0.007,-0.66%
09.05.2022,1.0506,-0.0023,-0.22%
10.05.2022,1.0565,0.0059,+0.56%
11.05.2022,1.0584,0.0019,+0.18%
12.05.2022,1.0569,-0.0015,-0.14%
13.05.2022,1.0571,0.0002,+0.02%
16.05.2022,1.0597,0.0026,+0.25%
17.05.2022,1.0627,0.003,+0.28%
18.05.2022,1.0645,0.0018,+0.17%
19.05.2022,1.0655,0.001,+0.09%
20.05.2022,1.0667,0.0012,+0.11%
23.05.2022,1.074,0.0073,+0.68%
